PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;OPLEIDINGSFASE ACTUEEL;2013 MAN;2013 VROUW;2014 MAN;2014 VROUW;2015 MAN;2015 VROUW;2016 MAN;2016 VROUW;2017 MAN;2017 VROUW;
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60813;M Letterkunde;voltijd onderwijs;master;0;1;0;2;0;0;0;0;0;0;
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60814;M Letterkunde (research);voltijd onderwijs;master;0;0;0;1;1;1;0;1;0;0;
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60815;M Taalwetenschappen;voltijd onderwijs;master;6;13;8;6;3;10;4;19;0;11;
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60817;M Taalwetenschappen (research);voltijd onderwijs;master;1;2;1;1;1;4;1;6;2;4;
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60822;M Filosofie;voltijd onderwijs;master;0;0;0;0;1;0;1;0;0;0;
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60823;M Filosofie;voltijd onderwijs;master;1;0;0;0;0;0;0;0;0;0;
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;deeltijd onderwijs;master;1;0;1;0;0;0;0;0;0;0;
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60824;M Theologie & Religiewetenschappen;voltijd onderwijs;master;0;0;0;1;1;1;1;0;0;0;
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60829;M Kunst- & cultuurwetenschappen (research);voltijd onderwijs;master;1;0;1;0;0;0;0;0;0;0;
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60845;M Noord-Amerika Studies;voltijd onderwijs;master;0;2;1;2;0;2;0;1;2;0;
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);60857;M Historical, Literary and Cultural Studies (research);voltijd onderwijs;master;0;0;0;0;0;0;0;0;0;2;
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);65002;M Europese Studies (joint degree);voltijd onderwijs;master;0;0;2;0;0;5;1;0;1;1;
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);66034;M Geschiedenis;voltijd onderwijs;master;2;0;1;0;1;1;3;1;2;0;
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);66826;M Communicatie- & Informatiewetenschappen;voltijd onderwijs;master;0;4;0;5;1;2;0;1;2;1;
Gelderland;0268;NIJMEGEN;reguliere inst.;postmaster;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68500;M Leraar Voorbereidend Hoger Onderwijs in Aardrijkskunde;voltijd onderwijs;master;1;0;0;0;0;0;0;0;0;0;
Gelderland;0268;NIJMEGEN;reguliere inst.;postmaster;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68501;M Leraar Voorbereidend Hoger Onderwijs in Algemene Economie;voltijd onderwijs;master;0;0;1;0;0;0;0;0;0;0;
Gelderland;0268;NIJMEGEN;reguliere inst.;postmaster;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68502;M Leraar Voorbereidend Hoger Onderwijs in Biologie;deeltijd onderwijs;master;0;0;1;0;0;0;0;0;0;0;
Gelderland;0268;NIJMEGEN;reguliere inst.;postmaster;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68503;M Leraar Voorbereidend Hoger Onderwijs in Duits;deeltijd onderwijs;master;0;0;0;0;0;0;0;1;0;0;
Gelderland;0268;NIJMEGEN;reguliere inst.;postmaster;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68503;M Leraar Voorbereidend Hoger Onderwijs in Duits;voltijd onderwijs;master;0;0;0;0;0;0;1;3;1;1;
Gelderland;0268;NIJMEGEN;reguliere inst.;postmaster;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68504;M Leraar Voorbereidend Hoger Onderwijs in Engels;deeltijd onderwijs;master;0;0;0;0;0;0;0;1;0;0;
Gelderland;0268;NIJMEGEN;reguliere inst.;postmaster;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68504;M Leraar Voorbereidend Hoger Onderwijs in Engels;voltijd onderwijs;master;0;0;0;0;0;1;0;0;0;0;
Gelderland;0268;NIJMEGEN;reguliere inst.;postmaster;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68509;M Leraar Voorbereidend Hoger Onderwijs in Maatschappijleer en Maatschappijwetenschappen;voltijd onderwijs;master;0;0;0;0;0;0;0;1;0;0;
Gelderland;0268;NIJMEGEN;reguliere inst.;postmaster;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68511;M Leraar Voorbereidend Hoger Onderwijs in Natuurkunde;voltijd onderwijs;master;0;0;0;0;1;0;0;0;0;0;
Gelderland;0268;NIJMEGEN;reguliere inst.;postmaster;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68513;M Leraar Voorbereidend Hoger Onderwijs in Scheikunde;voltijd onderwijs;master;0;0;0;0;0;0;0;0;0;1;
Gelderland;0268;NIJMEGEN;reguliere inst.;postmaster;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68517;M Leraar Voorbereidend Hoger Onderwijs in Frans;voltijd onderwijs;master;0;0;0;0;0;1;0;0;0;0;
Gelderland;0268;NIJMEGEN;reguliere inst.;postmaster;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68518;M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie;deeltijd onderwijs;master;0;0;1;0;0;0;0;0;0;0;
Gelderland;0268;NIJMEGEN;reguliere inst.;postmaster;21PM;Radboud Universiteit Nijmegen;onderwijs;universitaire lerarenopleidingen;68519;M Leraar Voorbereidend Hoger Onderwijs in Griekse en Latijnse Taal en Cultuur;deeltijd onderwijs;master;0;0;0;0;0;0;0;1;0;0;
Gelderland;0289;WAGENINGEN;reguliere inst.;bachelor;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);50016;B Communicatie en Life Sciences;voltijd onderwijs;bachelor;2;10;0;5;2;7;6;17;4;18;
Gelderland;0289;WAGENINGEN;reguliere inst.;bachelor;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);50018;B Gezondheid en Maatschappij;voltijd onderwijs;bachelor;5;53;6;48;10;57;4;49;4;43;
Gelderland;0289;WAGENINGEN;reguliere inst.;bachelor;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);50100;B Internationaal Land- en Waterbeheer;voltijd onderwijs;bachelor;34;23;28;20;36;18;38;29;36;28;
Gelderland;0289;WAGENINGEN;reguliere inst.;bachelor;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);50101;B Economie en Beleid;voltijd onderwijs;bachelor;16;5;20;9;22;12;28;17;34;17;
Gelderland;0289;WAGENINGEN;reguliere inst.;bachelor;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);56219;B Bos- en Natuurbeheer;voltijd onderwijs;bachelor;29;21;20;36;32;21;30;30;38;36;
Gelderland;0289;WAGENINGEN;reguliere inst.;bachelor;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);56283;B Milieuwetenschappen;voltijd onderwijs;bachelor;21;9;13;19;11;14;19;32;21;31;
Gelderland;0289;WAGENINGEN;reguliere inst.;bachelor;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);56831;B Agrotechnologie;voltijd onderwijs;bachelor;33;2;34;4;23;4;30;4;32;6;
Gelderland;0289;WAGENINGEN;reguliere inst.;bachelor;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);56835;B Plantenwetenschappen;voltijd onderwijs;bachelor;12;7;29;21;31;29;27;28;46;39;
Gelderland;0289;WAGENINGEN;reguliere inst.;bachelor;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);56836;B Bedrijfs- en Consumentenwetenschappen;voltijd onderwijs;bachelor;66;75;51;67;72;78;63;75;68;58;
Gelderland;0289;WAGENINGEN;reguliere inst.;bachelor;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);56837;B Internationale Ontwikkelingsstudies;voltijd onderwijs;bachelor;20;62;11;77;15;48;15;61;16;53;
Gelderland;0289;WAGENINGEN;reguliere inst.;bachelor;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);56841;B Biotechnologie;voltijd onderwijs;bachelor;49;32;52;19;69;30;84;38;60;27;
Gelderland;0289;WAGENINGEN;reguliere inst.;bachelor;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);56848;B Landschapsarchitectuur en ruimtelijke planning;voltijd onderwijs;bachelor;26;13;30;22;27;23;25;30;37;34;
Gelderland;0289;WAGENINGEN;reguliere inst.;bachelor;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);56849;B Dierwetenschappen;voltijd onderwijs;bachelor;28;90;21;74;14;54;13;60;14;75;
Gelderland;0289;WAGENINGEN;reguliere inst.;bachelor;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);56860;B Biologie;voltijd onderwijs;bachelor;52;50;58;64;70;47;73;71;73;63;
Gelderland;0289;WAGENINGEN;reguliere inst.;bachelor;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);56868;B Voeding en Gezondheid;voltijd onderwijs;bachelor;23;129;14;100;15;117;9;128;9;137;
Gelderland;0289;WAGENINGEN;reguliere inst.;bachelor;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);56968;B Bodem, Water, Atmosfeer;voltijd onderwijs;bachelor;36;22;33;15;37;24;47;21;35;29;
Gelderland;0289;WAGENINGEN;reguliere inst.;bachelor;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);56973;B Levensmiddelentechnologie;voltijd onderwijs;bachelor;27;69;53;69;38;87;41;90;62;98;
Gelderland;0289;WAGENINGEN;reguliere inst.;bachelor;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);59304;B Moleculaire Levenswetenschappen;voltijd onderwijs;bachelor;31;22;31;25;55;33;53;25;37;34;
Gelderland;0289;WAGENINGEN;reguliere inst.;bachelor;21PI;Wageningen University;sectoroverstijgend;sectoroverstijgend;55001;B Tourism (joint degree);voltijd onderwijs;bachelor;2;3;10;23;3;12;4;21;4;26;
Gelderland;0289;WAGENINGEN;reguliere inst.;master;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60100;M Earth and Environment;voltijd onderwijs;master;5;2;0;0;8;7;6;14;8;7;
Gelderland;0289;WAGENINGEN;reguliere inst.;master;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60103;M Development and Rural Innovation;voltijd onderwijs;master;2;3;5;4;5;2;7;9;4;6;
Gelderland;0289;WAGENINGEN;reguliere inst.;master;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60104;M International Land- and Water Management;voltijd onderwijs;master;4;4;14;7;6;6;10;3;4;7;
Gelderland;0289;WAGENINGEN;reguliere inst.;master;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60105;M Plant Biotechnology;voltijd onderwijs;master;10;8;7;6;9;8;14;12;18;15;
Gelderland;0289;WAGENINGEN;reguliere inst.;master;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60106;M Bioinformatics;voltijd onderwijs;master;7;1;8;4;5;6;2;6;7;8;
Gelderland;0289;WAGENINGEN;reguliere inst.;master;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60107;M Climate Studies;voltijd onderwijs;master;8;1;6;4;4;3;5;5;8;8;
Gelderland;0289;WAGENINGEN;reguliere inst.;master;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60108;M Geo-information Science;voltijd onderwijs;master;7;9;9;4;5;7;8;9;11;5;
Gelderland;0289;WAGENINGEN;reguliere inst.;master;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60109;M Food Quality Management;voltijd onderwijs;master;9;11;9;16;2;17;8;13;8;12;
Gelderland;0289;WAGENINGEN;reguliere inst.;master;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60110;M Urban Environmental Management;voltijd onderwijs;master;6;17;7;14;8;17;12;16;11;14;
Gelderland;0289;WAGENINGEN;reguliere inst.;master;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60111;M Leisure, Tourism and Environment;voltijd onderwijs;master;3;8;2;8;4;8;5;9;2;9;
Gelderland;0289;WAGENINGEN;reguliere inst.;master;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60112;M Food Safety;voltijd onderwijs;master;12;25;12;33;12;37;18;44;8;36;
Gelderland;0289;WAGENINGEN;reguliere inst.;master;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60303;M Molecular Life Sciences;voltijd onderwijs;master;4;5;6;3;6;5;3;5;10;8;
Gelderland;0289;WAGENINGEN;reguliere inst.;master;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60804;M Aquaculture and Marine Resource Management;voltijd onderwijs;master;6;2;2;6;11;7;11;7;5;5;
Gelderland;0289;WAGENINGEN;reguliere inst.;master;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);60810;M Environmental Sciences;voltijd onderwijs;master;37;43;22;29;33;47;42;55;34;59;
Gelderland;0289;WAGENINGEN;reguliere inst.;master;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);66219;M Forest and Nature Conservation;voltijd onderwijs;master;11;8;7;14;15;9;14;20;25;18;
Gelderland;0289;WAGENINGEN;reguliere inst.;master;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);66652;M Communication, Health and Life Sciences;voltijd onderwijs;master;0;4;1;4;1;4;3;8;1;4;
Gelderland;0289;WAGENINGEN;reguliere inst.;master;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);66831;M Biosystems Engineering;voltijd onderwijs;master;7;0;3;1;6;2;6;3;10;1;
Gelderland;0289;WAGENINGEN;reguliere inst.;master;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);66835;M Plant Sciences;voltijd onderwijs;master;28;21;28;22;47;39;55;51;56;58;
Gelderland;0289;WAGENINGEN;reguliere inst.;master;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);66836;M Management, Economics and Consumer Studies;voltijd onderwijs;master;13;15;30;24;16;17;17;14;15;15;
Gelderland;0289;WAGENINGEN;reguliere inst.;master;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);66837;M International Development Studies;voltijd onderwijs;master;7;10;6;9;9;18;4;11;10;12;
Gelderland;0289;WAGENINGEN;reguliere inst.;master;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);66841;M Biotechnology;voltijd onderwijs;master;25;23;23;20;35;35;39;52;28;33;
Gelderland;0289;WAGENINGEN;reguliere inst.;master;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);66848;M Landscape Architecture and Planning;voltijd onderwijs;master;3;7;2;11;5;6;2;9;3;14;
Gelderland;0289;WAGENINGEN;reguliere inst.;master;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);66849;M Animal Sciences;voltijd onderwijs;master;15;24;18;28;21;17;19;27;24;32;
Gelderland;0289;WAGENINGEN;reguliere inst.;master;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);66860;M Biology;voltijd onderwijs;master;3;3;2;3;4;4;11;8;3;7;
Gelderland;0289;WAGENINGEN;reguliere inst.;master;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);66868;M Nutrition and Health;voltijd onderwijs;master;5;29;3;20;8;52;12;48;7;32;
Gelderland;0289;WAGENINGEN;reguliere inst.;master;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);66973;M Food Technology;voltijd onderwijs;master;31;71;25;70;36;80;45;84;42;88;
Gelderland;0289;WAGENINGEN;reguliere inst.;master;21PI;Wageningen University;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);69300;M Organic Agriculture;voltijd onderwijs;master;24;16;15;24;20;22;21;24;25;35;
Gelderland;0289;WAGENINGEN;reguliere inst.;master;21PI;Wageningen University;techniek;n.v.t. (techniek);65005;M Water Technology (joint degree);voltijd onderwijs;master;5;3;7;7;7;6;6;6;6;5;
Groningen;0014;GRONINGEN;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;economie;n.v.t. (economie);50019;B International Business;voltijd onderwijs;bachelor;19;16;13;25;28;30;20;26;25;41;
Groningen;0014;GRONINGEN;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;economie;n.v.t. (economie);50019;B International Business;voltijd onderwijs;propedeuse bachelor;143;113;150;133;197;113;172;155;267;188;
Groningen;0014;GRONINGEN;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;economie;n.v.t. (economie);50645;B Bedrijfskunde;voltijd onderwijs;bachelor;11;9;9;14;17;15;7;14;11;14;
Groningen;0014;GRONINGEN;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;economie;n.v.t. (economie);50645;B Bedrijfskunde;voltijd onderwijs;propedeuse bachelor;240;124;221;119;157;77;168;82;197;105;
Groningen;0014;GRONINGEN;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;economie;n.v.t. (economie);50950;B Economie en Bedrijfseconomie;voltijd onderwijs;bachelor;7;4;5;6;4;2;8;9;8;4;
Groningen;0014;GRONINGEN;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;economie;n.v.t. (economie);50950;B Economie en Bedrijfseconomie;voltijd onderwijs;propedeuse bachelor;171;52;175;66;114;40;181;89;188;76;
Groningen;0014;GRONINGEN;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;economie;n.v.t. (economie);56833;B Econometrie en Operationele Research;voltijd onderwijs;bachelor;6;3;0;2;0;0;2;0;0;0;
Groningen;0014;GRONINGEN;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;economie;n.v.t. (economie);56833;B Econometrie en Operationele Research;voltijd onderwijs;propedeuse bachelor;77;38;45;28;58;23;52;22;91;45;
Groningen;0014;GRONINGEN;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56194;B Technische Planologie;voltijd onderwijs;bachelor;0;0;0;0;0;1;0;0;0;0;
Groningen;0014;GRONINGEN;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56194;B Technische Planologie;voltijd onderwijs;propedeuse bachelor;27;2;32;9;42;11;37;10;43;22;
Groningen;0014;GRONINGEN;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56601;B Sociologie;voltijd onderwijs;bachelor;0;1;0;0;0;0;0;0;0;0;
Groningen;0014;GRONINGEN;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56601;B Sociologie;voltijd onderwijs;propedeuse bachelor;18;35;22;30;6;22;13;29;11;30;
Groningen;0014;GRONINGEN;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;voltijd onderwijs;bachelor;0;1;1;5;1;1;0;1;5;4;
Groningen;0014;GRONINGEN;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;voltijd onderwijs;propedeuse bachelor;156;392;175;373;129;332;160;364;98;273;
Groningen;0014;GRONINGEN;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56607;B Pedagogische Wetenschappen;voltijd onderwijs;propedeuse bachelor;11;137;3;107;3;68;5;78;8;76;
Groningen;0014;GRONINGEN;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56838;B Sociale Geografie en Planologie;voltijd onderwijs;bachelor;0;0;0;0;0;0;1;0;0;0;
Groningen;0014;GRONINGEN;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56838;B Sociale Geografie en Planologie;voltijd onderwijs;propedeuse bachelor;48;26;42;16;35;16;23;27;43;20;
Groningen;0014;GRONINGEN;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gezondheidszorg;n.v.t. (gezondheidszorg);56551;B Geneeskunde;voltijd onderwijs;bachelor;18;13;7;5;13;11;2;2;19;5;
Groningen;0014;GRONINGEN;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gezondheidszorg;n.v.t. (gezondheidszorg);56551;B Geneeskunde;voltijd onderwijs;propedeuse bachelor;91;234;96;218;75;248;106;248;108;238;
Groningen;0014;GRONINGEN;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gezondheidszorg;n.v.t. (gezondheidszorg);56560;B Tandheelkunde;voltijd onderwijs;propedeuse bachelor;13;21;6;26;9;26;9;33;3;29;
Groningen;0014;GRONINGEN;reguliere inst.;bachelor;21PC;Rijksuniversiteit Groningen;gezondheidszorg;n.v.t. (gezondheidszorg);56950;B Bewegingswetenschappen;voltijd onderwijs;bachelor;0;0;0;0;0;0;0;0;0;1;
